,0
1194,GLUDy: glu__L_c + h2o_c + nadp_c <=> akg_c + h_c + nadph_c + nh4_c
1195,GLBRAN2: glycogen_c --> bglycogen_c
1196,GLCATr: accoa_c + glc__D_c <=> acglc__D_c + coa_c
1197,GLCDpp: glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c
1198,GLCNt2rpp: glcn_p + h_p <=> glcn_c + h_c
1199,GLCNtex: glcn_e <=> glcn_p
1200,GLCP: glycogen_c + pi_c --> g1p_c
1201,GLUN: gln__L_c + h2o_c --> glu__L_c + nh4_c
1202,GLUNpp: gln__L_p + h2o_p --> glu__L_p + nh4_p
1203,GLUPRT: gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c
1204,GLUR: glu__D_c <=> glu__L_c
1205,GLUSy: akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c
1206,GLUTRR: glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c
1207,GLCP2: bglycogen_c + pi_c --> g1p_c
1208,GLCRAL: 5dh4dglc_c --> 2h3oppan_c + pyr_c
1209,GLCRD: glcr_c --> 5dh4dglc_c + h2o_c
1210,GLCRt2rpp: glcr_p + h_p <=> glcr_c + h_c
1211,GLUTRS: atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c
1212,GLUabcpp: atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c
1213,GLCRtex: glcr_e <=> glcr_p
1214,EX_gtp_e: gtp_e --> 
1215,GLCS1: adpglc_c --> adp_c + glycogen_c + h_c
1216,GLCTR1: icolipa_c + udpg_c --> gicolipa_c + h_c + udp_c
1217,GLCTR2: gagicolipa_c + udpg_c --> ggagicolipa_c + h_c + udp_c
1218,GLUt2rpp: glu__L_p + h_p <=> glu__L_c + h_c
1219,GLUt4pp: glu__L_p + na1_p --> glu__L_c + na1_c
1220,GLUtex: glu__L_e <=> glu__L_p
1221,GLCTR3: ggagicolipa_c + udpg_c --> gggagicolipa_c + h_c + udp_c
1222,GLCUR1Ptex: glcur1p_e <=> glcur1p_p
1223,GLXCL: 2.0 glx_c + h_c --> 2h3oppan_c + co2_c
1224,EX_gua_e: gua_e --> 
1225,GLYALDtex: glyald_e <=> glyald_p
1226,GLYALDtpp: glyald_p <=> glyald_c
1227,GLYAT: accoa_c + gly_c <=> 2aobut_c + coa_c
1228,GLCURt2rpp: glcur_p + h_p <=> glcur_c + h_c
1229,EX_h2_e: h2_e --> 
1230,GLYt2pp: gly_p + h_p --> gly_c + h_c
1231,GLYt4pp: gly_p + na1_p --> gly_c + na1_c
1232,GLYtex: gly_e <=> gly_p
1233,GMAND: gdpmann_c --> gdpddman_c + h2o_c
1234,GLYBabcpp: atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c
1235,GLYBt2pp: glyb_p + h_p --> glyb_c + h_c
1236,GLYBtex: glyb_e <=> glyb_p
1237,GLYC2Ptex: glyc2p_e <=> glyc2p_p
1238,GLYC3Pabcpp: atp_c + glyc3p_p + h2o_c --> adp_c + glyc3p_c + h_c + pi_c
1239,GMHEPAT: atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c
1240,GMHEPK: atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c
1241,GLYC3Pt6pp: glyc3p_p + pi_c --> glyc3p_c + pi_p
1242,GMHEPPA: gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c
1243,EX_h2o2_e: h2o2_e --> 
1244,GMPR: gmp_c + 2.0 h_c + nadph_c --> imp_c + nadp_c + nh4_c
1245,GMPS2: atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c
1246,GMPtex: gmp_e <=> gmp_p
1247,GLYC3Ptex: glyc3p_e <=> glyc3p_p
1248,GLYCAt2rpp: glyc__R_p + h_p <=> glyc__R_c + h_c
1249,GLYCAtex: glyc__R_e <=> glyc__R_p
1250,GLYCDx: glyc_c + nad_c --> dha_c + h_c + nadh_c
1251,GLYCK: atp_c + glyc__R_c --> 3pg_c + adp_c + h_c
1252,GND: 6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c
1253,GNK: atp_c + glcn_c --> 6pgc_c + adp_c + h_c
1254,EX_h2o_e: h2o_e <=> 
1255,GOFUCR: gdpofuc_c + h_c + nadph_c --> gdpfuc_c + nadp_c
1256,GP4GH: gp4g_c + h2o_c --> 2.0 gdp_c + 2.0 h_c
1257,GLYCK2: atp_c + glyc__R_c --> 2pg_c + adp_c + h_c
1258,GLYCL: gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c
1259,GPDDA1: g3pc_c + h2o_c --> chol_c + glyc3p_c + h_c
1260,GLYCLTDx: glx_c + h_c + nadh_c --> glyclt_c + nad_c
1261,EX_h2s_e: h2s_e --> 
1262,GLYCLTDy: glx_c + h_c + nadph_c --> glyclt_c + nadp_c
1263,GLYCLTt2rpp: glyclt_p + h_p <=> glyclt_c + h_c
1264,GLYCLTt4pp: glyclt_p + na1_p --> glyclt_c + na1_c
1265,GLYCLTtex: glyclt_e <=> glyclt_p
1266,GPDDA1pp: g3pc_p + h2o_p --> chol_p + glyc3p_p + h_p
1267,GPDDA2: g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c
1268,GPDDA2pp: g3pe_p + h2o_p --> etha_p + glyc3p_p + h_p
1269,GPDDA3: g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c
1270,GPDDA3pp: g3ps_p + h2o_p --> glyc3p_p + h_p + ser__L_p
1271,GPDDA4: g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c
1272,GPDDA4pp: g3pg_p + h2o_p --> glyc3p_p + glyc_p + h_p
1273,GLYCTO2: glyclt_c + q8_c --> glx_c + q8h2_c
1274,GLYCTO3: glyclt_c + mqn8_c --> glx_c + mql8_c
1275,GLYCTO4: 2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c
1276,GPDDA5: g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c
1277,GPDDA5pp: g3pi_p + h2o_p --> glyc3p_p + h_p + inost_p
1278,GLYCtex: glyc_e <=> glyc_p
1279,EX_h_e: h_e <=> 
1280,GLYCtpp: glyc_c <=> glyc_p
1281,GLYK: atp_c + glyc_c --> adp_c + glyc3p_c + h_c
1282,GRTT: grdp_c + ipdp_c --> frdp_c + ppi_c
1283,GRXR: grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
1284,GSNK: atp_c + gsn_c --> adp_c + gmp_c + h_c
1285,GLYOX: h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c
1286,GSNt2pp: gsn_p + h_p --> gsn_c + h_c
1287,GLYOX3: h2o_c + mthgxl_c --> h_c + lac__D_c
1288,GSNtex: gsn_e <=> gsn_p
1289,GLYTRS: atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c
1290,EX_hacolipa_e: hacolipa_e --> 
1291,GSPMDA: gtspmd_c + h2o_c --> gthrd_c + spmd_c
1292,GSPMDS: atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c
1293,EX_halipa_e: halipa_e --> 
1294,GTHOXtex: gthox_e <=> gthox_p
1295,GTHOr: gthox_c + h_c + nadph_c <=> 2.0 gthrd_c + nadp_c
1296,GTHRDHpp: gthrd_p + h2o_p --> cgly_p + glu__L_p
1297,HACD5i: 3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c
1298,HACD6i: 3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c
1299,HACD7i: 3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c
1300,GTHRDabc2pp: atp_c + gthrd_c + h2o_c --> adp_c + gthrd_p + h_c + pi_c
1301,GTHRDabcpp: atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c
1302,GTHRDtex: gthrd_e <=> gthrd_p
1303,GTHS: atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c
1304,HACD8i: 3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c
1305,GTPCI: gtp_c + h2o_c --> ahdt_c + for_c + h_c
1306,EX_hdca_e: hdca_e --> 
1307,GTPCII2: gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c
1308,GTPDPDP: gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c
1309,GTPDPK: atp_c + gtp_c --> amp_c + gdptp_c + h_c
1310,HBZOPT: 4hbz_c + octdp_c --> 3ophb_c + ppi_c
1311,HCINNMt2rpp: 3hcinnm_p + h_p <=> 3hcinnm_c + h_c
1312,GTPHs: gtp_c + h2o_c + h_c --> nh4_c + xtp_c
1313,EX_hdcea_e: hdcea_e --> 
1314,GTPtex: gtp_e <=> gtp_p
1315,GUAD: gua_c + h2o_c + h_c --> nh4_c + xan_c
1316,GUAPRT: gua_c + prpp_c --> gmp_c + ppi_c
1317,HCINNMtex: 3hcinnm_e <=> 3hcinnm_p
1318,HCO3E: co2_c + h2o_c <=> h_c + hco3_c
1319,EX_hg2_e: hg2_e --> 
1320,HCYSMT: amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c
1321,HCYSMT2: hcys__L_c + mmet_c --> h_c + 2.0 met__L_c
1322,GUAt2pp: gua_p + h_p --> gua_c + h_c
1323,GUAtex: gua_e <=> gua_p
1324,HDCAtexi: hdca_e --> hdca_p
1325,GUAtpp: gua_p <=> gua_c
1326,EX_his__L_e: his__L_e --> 
1327,GUI1: glcur_c <=> fruur_c
1328,GUI2: galur_c <=> tagur_c
1329,HDCEAtexi: hdcea_e --> hdcea_p
1330,CTECOAI7: hdcoa_c --> hdd2coa_c
1331,HEMEOS: frdp_c + h2o_c + pheme_c --> hemeO_c + ppi_c
1332,HEPK1: atp_c + hhlipa_c --> adp_c + h_c + phhlipa_c
1333,GUR1PPpp: glcur1p_p + h2o_p --> glcur_p + pi_p
1334,H2O2tex: h2o2_e <=> h2o2_p
1335,H2Otex: h2o_e <=> h2o_p
1336,HEPK2: atp_c + hphhlipa_c --> adp_c + h_c + phphhlipa_c
1337,H2Otpp: h2o_p <=> h2o_c
1338,HEPT1: adphep_LD_c + lipa_c --> adp_c + h_c + hlipa_c
1339,EX_hom__L_e: hom__L_e --> 
1340,HEPT2: adphep_LD_c + hlipa_c --> adp_c + h_c + hhlipa_c
1341,HEPT3: adphep_LD_c + phhlipa_c --> adp_c + h_c + hphhlipa_c
1342,HEPT4: adphep_LD_c + gggagicolipa_c --> adp_c + colipa_c + h_c
1343,H2SO: h2s_c + 2.0 o2_c --> 2.0 h_c + so4_c
1344,H2St1pp: h2s_c --> h2s_p
1345,HETZK: 4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c
1346,EX_hxa_e: hxa_e --> 
1347,HEX1: atp_c + glc__D_c --> adp_c + g6p_c + h_c
1348,HEX4: atp_c + man_c --> adp_c + h_c + man6p_c
1349,H2Stex: h2s_e <=> h2s_p
1350,H2tex: h2_e <=> h2_p
1351,H2tpp: h2_p <=> h2_c
1352,HEX7: atp_c + fru_c --> adp_c + f6p_c + h_c
1353,HEXt2rpp: h_p + hxa_p <=> h_c + hxa_c
1354,HACD1i: 3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c
1355,EX_hxan_e: hxan_e --> 
1356,HACD2i: 3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c
1357,HACD3i: 3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c
1358,HACD4i: 3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c
1359,HG2abcpp: atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c
1360,HG2t3pp: h_p + hg2_c --> h_c + hg2_p
1361,HG2tex: hg2_e <=> hg2_p
1362,HISTD: h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c
1363,EX_idon__L_e: idon__L_e --> 
1364,HISTP: h2o_c + hisp_c --> histd_c + pi_c
1365,HISTRS: atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c
1366,HISabcpp: atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c
1367,HISt2rpp: h_p + his__L_p <=> h_c + his__L_c
1368,Htex: h_e <=> h_p
1369,ICDHyr: icit_c + nadp_c <=> akg_c + co2_c + nadph_c
1370,ICHORS_copy1: chor_c <=> ichor_c
1371,ICHORS_copy2: chor_c --> ichor_c
1372,HIStex: his__L_e <=> his__L_p
1373,HKNDDH: h2o_c + hkndd_c --> h_c + op4en_c + succ_c
1374,ICHORT: h2o_c + ichor_c --> 23ddhb_c + pyr_c
1375,ICL: icit_c --> glx_c + succ_c
1376,HKNTDH: h2o_c + hkntd_c --> fum_c + h_c + op4en_c
1377,EX_ile__L_e: ile__L_e --> 
1378,HMBS: h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c
1379,HMPK1: 4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c
1380,IDOND: 5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c
1381,IDOND2: 5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c
1382,IDONt2rpp: h_p + idon__L_p <=> h_c + idon__L_c
1383,HOMt2pp: h_p + hom__L_c --> h_c + hom__L_p
1384,IDONtex: idon__L_e <=> idon__L_p
1385,EX_imp_e: imp_e --> 
1386,IG3PS: gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c
1387,IGPDH: eig3p_c --> h2o_c + imacp_c
1388,HOMtex: hom__L_e <=> hom__L_p
1389,HOPNTAL: 4h2opntn_c --> acald_c + pyr_c
1390,HPPK2: 6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c
1391,IGPS: 2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c
1392,ILETA: akg_c + ile__L_c <=> 3mop_c + glu__L_c
1393,HPPPNDO: dhpppn_c + o2_c --> h_c + hkndd_c
1394,ILETRS: atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c
1395,HPPPNt2rpp: 3hpppn_p + h_p <=> 3hpppn_c + h_c
1396,EX_indole_e: indole_e --> 
1397,HPPPNtex: 3hpppn_e <=> 3hpppn_p
1398,HPYRI: hpyr_c <=> 2h3oppan_c
1399,HPYRRx: h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c
1400,HPYRRy: h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c
1401,HSDy: hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c
1402,HSK: atp_c + hom__L_c --> adp_c + h_c + phom_c
1403,ILEabcpp: atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c
1404,ILEt2rpp: h_p + ile__L_p <=> h_c + ile__L_c
1405,ILEtex: ile__L_e <=> ile__L_p
1406,IMPC: h2o_c + imp_c <=> fprica_c
1407,IMPD: h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c
1408,IMPtex: imp_e <=> imp_p
1409,INDOLEt2pp: h_c + indole_c --> h_p + indole_p
1410,INDOLEt2rpp: h_p + indole_p <=> h_c + indole_c
1411,INDOLEtex: indole_e <=> indole_p
1412,HSST: hom__L_c + succoa_c --> coa_c + suchms_c
1413,HSTPT: glu__L_c + imacp_c --> akg_c + hisp_c
1414,HXAND: h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c
1415,HXAtex: hxa_e <=> hxa_p
1416,INOSTt4pp: inost_p + na1_p --> inost_c + na1_c
1417,HXCT: accoa_c + hxa_c --> ac_c + hxcoa_c
1418,INSH: h2o_c + ins_c --> hxan_c + rib__D_c
1419,EX_inost_e: inost_e --> 
1420,INSK: atp_c + ins_c --> adp_c + h_c + imp_c
1421,INSTtex: inost_e <=> inost_p
1422,HXPRT: hxan_c + prpp_c --> imp_c + ppi_c
1423,HYD1pp: h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c
1424,HYD2pp: h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c
1425,INSt2pp_copy1: h_p + ins_p --> h_c + ins_c
1426,INSt2pp_copy2: h_p + ins_p <=> h_c + ins_c
1427,HYD3pp: 2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_p
1428,HYPOE: h2o_c + pyam5p_c --> pi_c + pydam_c
1429,INStex: ins_e <=> ins_p
1430,IPDDI: ipdp_c <=> dmpp_c
1431,IPDPS: h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
1432,IPMD: 3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c
1433,HYXNtex: hxan_e <=> hxan_p
1434,HYXNtpp: hxan_p <=> hxan_c
1435,EX_ins_e: ins_e --> 
1436,LA4NTpp: colipa_p + uLa4n_p --> acolipa_p + udcpp_p
1437,LACZ: h2o_c + lcts_c --> gal_c + glc__D_c
1438,IPPMIa: 3c2hmp_c <=> 2ippm_c + h2o_c
1439,IPPMIb: 2ippm_c + h2o_c <=> 3c3hmp_c
1440,IPPS: 3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c
1441,ISETACabcpp: atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c
1442,LACZpp: h2o_p + lcts_p --> gal_p + glc__D_p
1443,EX_isetac_e: isetac_e --> 
1444,LADGMDH: LalaDgluMdap_c + h2o_c --> 26dap__M_c + LalaDglu_c
1445,ISETACtex: isetac_e <=> isetac_p
1446,K2L4Aabcpp: atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c
1447,LALDO2x: h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c
1448,EX_k_e: k_e <=> 
1449,LALGP: LalaLglu_c + h2o_c --> ala__L_c + glu__L_c
1450,LCADi: h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c
1451,LCARR: h_c + lald__D_c + nadh_c <=> 12ppd__R_c + nad_c
1452,LCARS: h_c + lald__L_c + nadh_c <=> 12ppd__S_c + nad_c
1453,K2L4Atex: kdo2lipid4_p --> kdo2lipid4_e
1454,KARA1: 23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c
1455,EX_kdo2lipid4_e: kdo2lipid4_e --> 
1456,KARA2: 2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c
1457,KAS14: acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c
1458,LCTSt3ipp: h_p + lcts_c --> h_c + lcts_p
1459,LCTStex: lcts_e <=> lcts_p
1460,KAS15: accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c
1461,LCTStpp: h_p + lcts_p <=> h_c + lcts_c
1462,KAT1: aacoa_c + coa_c --> 2.0 accoa_c
1463,ACACT11: 3ohcoa_c + coa_c --> accoa_c + btcoa_c
1464,ACACT8: 3oocoa_c + coa_c --> accoa_c + hxcoa_c
1465,ACACT13: 3odcoa_c + coa_c --> accoa_c + occoa_c
1466,LDH_D: lac__D_c + nad_c <=> h_c + nadh_c + pyr_c
1467,LDH_D2: lac__D_c + q8_c --> pyr_c + q8h2_c
1468,LEUTAi: 4mop_c + glu__L_c --> akg_c + leu__L_c
1469,LEUTRS: atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c
1470,ACACT10: 3oddcoa_c + coa_c --> accoa_c + dcacoa_c
1471,EX_lac__D_e: lac__D_e --> 
1472,ACACT9: 3otdcoa_c + coa_c --> accoa_c + ddcacoa_c
1473,ACACT12: 3ohdcoa_c + coa_c --> accoa_c + tdcoa_c
1474,ACACT8r: 3ohodcoa_c + coa_c --> accoa_c + pmtcoa_c
1475,KDOCT2: ctp_c + kdo_c --> ckdo_c + ppi_c
1476,LEUabcpp: atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c
1477,LEUt2rpp: h_p + leu__L_p <=> h_c + leu__L_c
1478,LEUtex: leu__L_e <=> leu__L_p
1479,LGTHL: gthrd_c + mthgxl_c --> lgt__S_c
1480,LIPACabcpp: atp_c + h2o_c + lipa_cold_c --> adp_c + h_c + lipa_cold_p + pi_c
1481,LIPAHT2ex: colipa_e + h_e + hdca_e --> h2o_e + hacolipa_e
1482,LIPAHTex: h_e + hdca_e + lipa_e --> h2o_e + halipa_e
1483,KDOPP: h2o_c + kdo8p_c --> kdo_c + pi_c
1484,KDOPS: ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c
1485,KG6PDC: 3dhgulnp_c + h_c --> co2_c + xu5p__L_c
1486,LIPAabcpp: atp_c + h2o_c + lipa_c --> adp_c + h_c + lipa_p + pi_c
1487,EX_lac__L_e: lac__L_e --> 
1488,LIPAtex: lipa_p --> lipa_e
1489,Kabcpp: atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c
1490,Kt2pp: h_p + k_p --> h_c + k_c
1491,Kt3pp: h_p + k_c --> h_c + k_p
1492,Ktex: k_e <=> k_p
1493,LPADSS: lipidX_c + u23ga_c --> h_c + lipidAds_c + udp_c
1494,EX_lcts_e: lcts_e <=> 
1495,LPLIPAL1A120pp: 1ddecg3p_p + h2o_p --> ddca_p + glyc3p_p + h_p
1496,LPLIPAL1A140pp: 1tdecg3p_p + h2o_p --> glyc3p_p + h_p + ttdca_p
1497,LPLIPAL1A141pp: 1tdec7eg3p_p + h2o_p --> glyc3p_p + h_p + ttdcea_p
1498,LPLIPAL1A160pp: 1hdecg3p_p + h2o_p --> glyc3p_p + h_p + hdca_p
1499,LPLIPAL2E120: 2agpe120_c + h2o_c --> ddca_c + g3pe_c + h_c
1500,LPLIPAL1A161pp: 1hdec9eg3p_p + h2o_p --> glyc3p_p + h_p + hdcea_p
1501,LPLIPAL2E140: 2agpe140_c + h2o_c --> g3pe_c + h_c + ttdca_c
1502,EX_leu__L_e: leu__L_e --> 
1503,LPLIPAL2E141: 2agpe141_c + h2o_c --> g3pe_c + h_c + ttdcea_c
1504,LPLIPAL1A180pp: 1odecg3p_p + h2o_p --> glyc3p_p + h_p + ocdca_p
1505,LPLIPAL1A181pp: 1odec11eg3p_p + h2o_p --> glyc3p_p + h_p + ocdcea_p
1506,LPLIPAL2E160: 2agpe160_c + h2o_c --> g3pe_c + h_c + hdca_c
1507,LPLIPAL1E120pp: 1agpe120_p + h2o_p --> ddca_p + g3pe_p + h_p
1508,EX_lipa_e: lipa_e --> 
1509,LPLIPAL1E140pp: 1agpe140_p + h2o_p --> g3pe_p + h_p + ttdca_p
1510,LPLIPAL1E141pp: 1agpe141_p + h2o_p --> g3pe_p + h_p + ttdcea_p
1511,LPLIPAL2E161: 2agpe161_c + h2o_c --> g3pe_c + h_c + hdcea_c
1512,LPLIPAL2E180: 2agpe180_c + h2o_c --> g3pe_c + h_c + ocdca_c
1513,LPLIPAL2E181: 2agpe181_c + h2o_c --> g3pe_c + h_c + ocdcea_c
1514,LPLIPAL2G120: 2agpg120_c + h2o_c --> ddca_c + g3pg_c + h_c
1515,LPLIPAL1E160pp: 1agpe160_p + h2o_p --> g3pe_p + h_p + hdca_p
1516,LPLIPAL1E161pp: 1agpe161_p + h2o_p --> g3pe_p + h_p + hdcea_p
1517,LPLIPAL2G140: 2agpg140_c + h2o_c --> g3pg_c + h_c + ttdca_c
1518,LPLIPAL1E180pp: 1agpe180_p + h2o_p --> g3pe_p + h_p + ocdca_p
1519,LPLIPAL2G141: 2agpg141_c + h2o_c --> g3pg_c + h_c + ttdcea_c
1520,LPLIPAL1E181pp: 1agpe181_p + h2o_p --> g3pe_p + h_p + ocdcea_p
1521,EX_lipa_cold_e: lipa_cold_e --> 
1522,LPLIPAL1G120pp: 1agpg120_p + h2o_p --> ddca_p + g3pg_p + h_p
1523,LPLIPAL2G160: 2agpg160_c + h2o_c --> g3pg_c + h_c + hdca_c
1524,LPLIPAL2G161: 2agpg161_c + h2o_c --> g3pg_c + h_c + hdcea_c
1525,LPLIPAL2G180: 2agpg180_c + h2o_c --> g3pg_c + h_c + ocdca_c
1526,LPLIPAL2G181: 2agpg181_c + h2o_c --> g3pg_c + h_c + ocdcea_c
1527,LSERDHr: nadp_c + ser__L_c <=> 2amsa_c + h_c + nadph_c
1528,LYSDC: h_c + lys__L_c --> 15dap_c + co2_c
1529,LPLIPAL1G140pp: 1agpg140_p + h2o_p --> g3pg_p + h_p + ttdca_p
1530,LPLIPAL1G141pp: 1agpg141_p + h2o_p --> g3pg_p + h_p + ttdcea_p
1531,LPLIPAL1G160pp: 1agpg160_p + h2o_p --> g3pg_p + h_p + hdca_p
1532,LPLIPAL1G161pp: 1agpg161_p + h2o_p --> g3pg_p + h_p + hdcea_p
1533,LPLIPAL1G180pp: 1agpg180_p + h2o_p --> g3pg_p + h_p + ocdca_p
1534,LPLIPAL1G181pp: 1agpg181_p + h2o_p --> g3pg_p + h_p + ocdcea_p
1535,LYSTRS: atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c
1536,LYSabcpp: atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c
1537,LYSt2pp: h_p + lys__L_p --> h_c + lys__L_c
1538,LPLIPAL2A120: 2ddecg3p_c + h2o_c --> ddca_c + glyc3p_c + 2.0 h_c
1539,EX_lys__L_e: lys__L_e --> 
1540,LPLIPAL2A140: 2tdecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdca_c
1541,LPLIPAL2A141: 2tdec7eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdcea_c
1542,LPLIPAL2A160: 2hdecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + hdca_c
1543,LYSt3pp: h_p + lys__L_c --> h_c + lys__L_p
1544,LYStex: lys__L_e <=> lys__L_p
1545,LYXI: lyx__L_c --> xylu__L_c
1546,LYXt2pp: h_p + lyx__L_p --> h_c + lyx__L_c
1547,LYXtex: lyx__L_e <=> lyx__L_p
1548,L_LACD2: lac__L_c + q8_c --> pyr_c + q8h2_c
1549,LPLIPAL2A161: 2hdec9eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + hdcea_c
1550,LPLIPAL2A180: 2odecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ocdca_c
1551,LPLIPAL2A181: 2odec11eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ocdcea_c
1552,L_LACD3: lac__L_c + mqn8_c --> mql8_c + pyr_c
1553,EX_lyx__L_e: lyx__L_e --> 
1554,L_LACt2rpp: h_p + lac__L_p <=> h_c + lac__L_c
1555,L_LACtex: lac__L_e <=> lac__L_p
1556,M1PD: mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c
1557,LPLIPAL2ATE120: 2agpe120_c + pg120_c --> apg120_c + g3pe_c
1558,LPLIPAL2ATE140: 2agpe140_c + pg140_c --> apg140_c + g3pe_c
1559,LPLIPAL2ATE141: 2agpe141_c + pg141_c --> apg141_c + g3pe_c
1560,LPLIPAL2ATE160: 2agpe160_c + pg160_c --> apg160_c + g3pe_c
1561,LPLIPAL2ATE161: 2agpe161_c + pg161_c --> apg161_c + g3pe_c
1562,LPLIPAL2ATE180: 2agpe180_c + pg180_c --> apg180_c + g3pe_c
1563,MACPD: h_c + malACP_c --> acACP_c + co2_c
1564,MALDDH: mal__D_c + nad_c --> co2_c + nadh_c + pyr_c
1565,MALDt2_2pp: 2.0 h_p + mal__D_p --> 2.0 h_c + mal__D_c
1566,MALDtex: mal__D_e <=> mal__D_p
1567,MALS: accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
1568,LPLIPAL2ATE181: 2agpe181_c + pg181_c --> apg181_c + g3pe_c
1569,LPLIPAL2ATG120: 2agpg120_c + pg120_c --> apg120_c + g3pg_c
