source	target	dir	penwidth	style
nadp_c[c]	ALDD3y	forward	1	solid
ALDD3y	nadph_c[c]	forward	1	solid
nadp_c[c]	SSALy	forward	1	solid
SSALy	nadph_c[c]	forward	1	solid
3OAR100	nadph_c[c]	both	1	solid
3OAR120	nadph_c[c]	both	1	solid
3OAR140	nadph_c[c]	both	1	solid
3OAR160	nadph_c[c]	both	1	solid
3OAR180	nadph_c[c]	both	1	solid
3OAR40	nadph_c[c]	both	1	solid
3OAR60	nadph_c[c]	both	1	solid
3OAR80	nadph_c[c]	both	1	solid
5DGLCNR	nadph_c[c]	both	1	solid
DHFR	nadph_c[c]	both	1	solid
DSERDHr	nadph_c[c]	both	1	solid
GTHOr	nadph_c[c]	both	1	solid
KARA2	nadph_c[c]	both	1	solid
LSERDHr	nadph_c[c]	both	1	solid
SHK3Dr	nadph_c[c]	both	1	solid
2DGLCNRy	nadph_c[c]	back	1	solid
2DGULRy	nadph_c[c]	back	1	solid
3OAR121	nadph_c[c]	back	1	solid
3OAR141	nadph_c[c]	back	1	solid
3OAR161	nadph_c[c]	back	1	solid
3OAR181	nadph_c[c]	back	1	solid
ALR2	nadph_c[c]	back	1	solid
APRAUR	nadph_c[c]	back	1	solid
BSORy	nadph_c[c]	back	1	solid
DHDPRy	nadph_c[c]	back	1	solid
DKGLCNR1	nadph_c[c]	back	1	solid
DKGLCNR2y	nadph_c[c]	back	1	solid
DPR	nadph_c[c]	back	1	solid
DXPRIi	nadph_c[c]	back	1	solid
nadp_c[c]	EAR100y	back	1	solid
EAR100y	nadph_c[c]	back	1	solid
nadp_c[c]	EAR120y	back	1	solid
EAR120y	nadph_c[c]	back	1	solid
nadp_c[c]	EAR121y	back	1	solid
EAR121y	nadph_c[c]	back	1	solid
nadp_c[c]	EAR140y	back	1	solid
EAR140y	nadph_c[c]	back	1	solid
nadp_c[c]	EAR141y	back	1	solid
EAR141y	nadph_c[c]	back	1	solid
nadp_c[c]	EAR160y	back	1	solid
EAR160y	nadph_c[c]	back	1	solid
nadp_c[c]	EAR161y	back	1	solid
EAR161y	nadph_c[c]	back	1	solid
nadp_c[c]	EAR180y	back	1	solid
EAR180y	nadph_c[c]	back	1	solid
nadp_c[c]	EAR181y	back	1	solid
EAR181y	nadph_c[c]	back	1	solid
EAR40y	nadph_c[c]	back	1	solid
nadp_c[c]	EAR60y	back	1	solid
EAR60y	nadph_c[c]	back	1	solid
nadp_c[c]	EAR80y	back	1	solid
EAR80y	nadph_c[c]	back	1	solid
FADRx2	nadph_c[c]	back	1	solid
nadp_c[c]	FLDR	back	1	solid
FLDR	nadph_c[c]	back	1	solid
nadp_c[c]	FLVR	back	1	solid
FLVR	nadph_c[c]	back	1	solid
FMNRx2	nadph_c[c]	back	1	solid
G5SD	nadph_c[c]	back	1	solid
GLUTRR	nadph_c[c]	back	1	solid
GLYCLTDy	nadph_c[c]	back	1	solid
GMPR	nadph_c[c]	back	1	solid
GOFUCR	nadph_c[c]	back	1	solid
HPYRRy	nadph_c[c]	back	1	solid
IDOND2	nadph_c[c]	back	1	solid
nadp_c[c]	NADPHQR2	back	1	solid
NADPHQR2	nadph_c[c]	back	1	solid
NADPHQR3	nadph_c[c]	back	1	solid
NADPHQR4	nadph_c[c]	back	1	solid
nadp_c[c]	NODOy	back	1	solid
NODOy	nadph_c[c]	back	1	solid
P5CR	nadph_c[c]	back	1	solid
nadp_c[c]	SULR	back	1	solid
SULR	nadph_c[c]	back	1	solid
TDPDRR	nadph_c[c]	back	1	solid
nadp_c[c]	TRDR	back	1	solid
TRDR	nadph_c[c]	back	1	solid
nadp_c[c]	UAPGR	back	1	solid
UAPGR	nadph_c[c]	back	1	solid
ALDD3y	ppa_c[c]	forward	1	solid
SSALy	succ_c[c]	forward	1	solid
EAR121y	cddec5eACP_c[c]	forward	1	solid
EAR100y	dcaACP_c[c]	forward	1	solid
EAR120y	ddcaACP_c[c]	forward	1	solid
EAR161y	hdeACP_c[c]	forward	1	solid
EAR60y	hexACP_c[c]	forward	1	solid
EAR140y	myrsACP_c[c]	forward	1	solid
EAR80y	ocACP_c[c]	forward	1	solid
EAR180y	ocdcaACP_c[c]	forward	1	solid
EAR181y	octeACP_c[c]	forward	1	solid
EAR160y	palmACP_c[c]	forward	1	solid
NADPHQR2	q8h2_c[c]	forward	1	solid
FLVR	rbflvrd_c[c]	forward	1	solid
EAR141y	tdeACP_c[c]	forward	1	solid
UAPGR	uamr_c[c]	forward	1	solid
ncam_c[c]	NNAM	forward	1	solid
NNAM	nac_c[c]	forward	1	solid
nicrnt_c[c]	NNATr	both	1	solid
nmn_c[c]	NMNN	forward	1	solid
NMNN	ncam_c[c]	forward	1	solid
nmn_c[c]	NMNDA	forward	1	solid
NMNDA	nicrnt_c[c]	forward	1	solid
NMNN	r5p_c[c]	forward	1	solid
nmn_e[e]	NMNtex	both	1	solid
NMNtex	nmn_p[p]	both	1	solid
nmn_p[p]	NMNt7pp	forward	1	solid
NMNt7pp	ncam_c[c]	forward	1	solid
nmn_p[p]	NMNPtpp	forward	1	solid
NMNPtpp	nmn_c[c]	forward	1	solid
NMNt7pp	r5p_c[c]	forward	1	solid
o16a2und_p[p]	O16AP2pp	forward	1	solid
O16AP2pp	o16a3und_p[p]	forward	1	solid
O16AP2pp	udcpdp_p[p]	forward	1	solid
o16a3und_p[p]	O16AP3pp	forward	1	solid
O16AP3pp	o16a4und_p[p]	forward	1	solid
O16AP3pp	udcpdp_p[p]	forward	1	solid
o16a4colipa_p[p]	O16A4COLIPAtex	forward	1	solid
O16A4COLIPAtex	o16a4colipa_e[e]	forward	1	solid
o16a4und_p[p]	O16A4Lpp	forward	1	solid
o16aund_c[c]	O16AUNDtpp	forward	1	solid
O16AUNDtpp	o16aund_p[p]	forward	1	solid
o16aund_p[p]	O16AP1pp	forward	1	solid
O16AP1pp	o16a2und_p[p]	forward	1	solid
o16aund_p[p]	O16AP2pp	forward	1	solid
o16aund_p[p]	O16AP3pp	forward	1	solid
O16AP1pp	udcpdp_p[p]	forward	1	solid
oaa_c[c]	MCITS	forward	1	solid
MCITS	2mcit_c[c]	forward	1	solid
PPC	pep_c[c]	back	1	solid
OAADC	pyr_c[c]	forward	1	solid
FA80ACPHi	octa_c[c]	forward	1	solid
AACPS9	octa_c[c]	back	1	solid
occoa_c[c]	ACOAD3f	both	1	solid
FACOAE80	octa_c[c]	forward	1	solid
ocdca_c[c]	2AGPEAT180	forward	1	solid
ocdca_c[c]	2AGPGAT180	forward	1	solid
ocdca_c[c]	AACPS6	forward	1	solid
ocdca_e[e]	OCDCAtexi	forward	1	solid
OCDCAtexi	ocdca_p[p]	forward	1	solid
ocdca_p[p]	FACOAL180t2pp	forward	1	solid
ocdcea_c[c]	2AGPEAT181	forward	1	solid
ocdcea_c[c]	2AGPGAT181	forward	1	solid
ocdcea_c[c]	AACPS5	forward	1	solid
ocdcea_e[e]	OCDCEAtexi	forward	1	solid
OCDCEAtexi	ocdcea_p[p]	forward	1	solid
ocdcea_p[p]	FACOAL181t2pp	forward	1	solid
octa_e[e]	OCTAtex	both	1	solid
OCTAtex	octa_p[p]	both	1	solid
octa_p[p]	FACOAL80t2pp	forward	1	solid
octdp_c[c]	DHNAOT4	forward	1	solid
octdp_c[c]	HBZOPT	forward	1	solid
FACOAE181	ocdcea_c[c]	forward	1	solid
odecoa_c[c]	CTECOAI8	forward	1	solid
CTECOAI8	od2coa_c[c]	forward	1	solid
ohpb_c[c]	OHPBAT	both	1	solid
op4en_c[c]	OP4ENH	forward	1	solid
OP4ENH	4h2opntn_c[c]	forward	1	solid
orn_c[c]	ARGORNt7pp	both	1	solid
orn_c[c]	OCBT	both	1	solid
orn_c[c]	ORNDC	forward	1	solid
ORNDC	co2_c[c]	forward	1	solid
orn_c[c]	PTRCORNt7pp	both	1	solid
PTRCORNt7pp	orn_p[p]	both	1	solid
ORNabcpp	orn_p[p]	back	1	solid
ORNDC	ptrc_c[c]	forward	1	solid
PTRCORNt7pp	ptrc_c[c]	both	1	solid
orn_e[e]	ORNtex	both	1	solid
ORNtex	orn_p[p]	both	1	solid
orot5p_c[c]	OMPDC	forward	1	solid
OMPDC	co2_c[c]	forward	1	solid
orot5p_c[c]	ORPT	both	1	solid
ORPT	orot_c[c]	both	1	solid
ORPT	prpp_c[c]	both	1	solid
OMPDC	ump_c[c]	forward	1	solid
orot_e[e]	OROTtex	both	1	solid
OROTtex	orot_p[p]	both	1	solid
orot_p[p]	OROTt2_2pp	forward	1	solid
OROTt2_2pp	orot_c[c]	forward	1	solid
oxur_c[c]	OXAMTC	forward	1	solid
OXAMTC	cbp_c[c]	forward	1	solid
OXAMTC	oxam_c[c]	forward	1	solid
pa120_c[c]	PA120abcpp	forward	1	solid
pa120_p[p]	PAPA120pp	forward	1	solid
PAPA120pp	12dgr120_p[p]	forward	1	solid
pa120_p[p]	PLIPA2A120pp	forward	1	solid
PLIPA2A120pp	1ddecg3p_p[p]	forward	1	solid
pa120_p[p]	PLIPA1A120pp	forward	1	solid
PLIPA1A120pp	2ddecg3p_p[p]	forward	1	solid
PLIPA1A120pp	ddca_p[p]	forward	1	solid
PLIPA2A120pp	ddca_p[p]	forward	1	solid
pa140_c[c]	PA140abcpp	forward	1	solid
pa140_p[p]	PAPA140pp	forward	1	solid
PAPA140pp	12dgr140_p[p]	forward	1	solid
pa140_p[p]	PLIPA2A140pp	forward	1	solid
PLIPA2A140pp	1tdecg3p_p[p]	forward	1	solid
pa140_p[p]	PLIPA1A140pp	forward	1	solid
PLIPA1A140pp	2tdecg3p_p[p]	forward	1	solid
PLIPA1A140pp	ttdca_p[p]	forward	1	solid
PLIPA2A140pp	ttdca_p[p]	forward	1	solid
pa141_c[c]	PA141abcpp	forward	1	solid
pa141_p[p]	PAPA141pp	forward	1	solid
PAPA141pp	12dgr141_p[p]	forward	1	solid
pa141_p[p]	PLIPA2A141pp	forward	1	solid
PLIPA2A141pp	1tdec7eg3p_p[p]	forward	1	solid
pa141_p[p]	PLIPA1A141pp	forward	1	solid
PLIPA1A141pp	2tdec7eg3p_p[p]	forward	1	solid
PLIPA1A141pp	ttdcea_p[p]	forward	1	solid
PLIPA2A141pp	ttdcea_p[p]	forward	1	solid
pa160_c[c]	PA160abcpp	forward	1	solid
pa160_p[p]	PAPA160pp	forward	1	solid
PAPA160pp	12dgr160_p[p]	forward	1	solid
pa160_p[p]	PLIPA2A160pp	forward	1	solid
PLIPA2A160pp	1hdecg3p_p[p]	forward	1	solid
pa160_p[p]	PLIPA1A160pp	forward	1	solid
PLIPA1A160pp	2hdecg3p_p[p]	forward	1	solid
PLIPA1A160pp	hdca_p[p]	forward	1	solid
PLIPA2A160pp	hdca_p[p]	forward	1	solid
pa161_c[c]	PA161abcpp	forward	1	solid
pa161_p[p]	PAPA161pp	forward	1	solid
PAPA161pp	12dgr161_p[p]	forward	1	solid
pa161_p[p]	PLIPA2A161pp	forward	1	solid
PLIPA2A161pp	1hdec9eg3p_p[p]	forward	1	solid
pa161_p[p]	PLIPA1A161pp	forward	1	solid
PLIPA1A161pp	2hdec9eg3p_p[p]	forward	1	solid
PLIPA1A161pp	hdcea_p[p]	forward	1	solid
PLIPA2A161pp	hdcea_p[p]	forward	1	solid
pa180_c[c]	PA180abcpp	forward	1	solid
pa180_p[p]	PAPA180pp	forward	1	solid
PAPA180pp	12dgr180_p[p]	forward	1	solid
pa180_p[p]	PLIPA2A180pp	forward	1	solid
PLIPA2A180pp	1odecg3p_p[p]	forward	1	solid
pa180_p[p]	PLIPA1A180pp	forward	1	solid
PLIPA1A180pp	2odecg3p_p[p]	forward	1	solid
PLIPA1A180pp	ocdca_p[p]	forward	1	solid
PLIPA2A180pp	ocdca_p[p]	forward	1	solid
pa181_c[c]	PA181abcpp	forward	1	solid
pa181_p[p]	PAPA181pp	forward	1	solid
PAPA181pp	12dgr181_p[p]	forward	1	solid
pa181_p[p]	PLIPA2A181pp	forward	1	solid
PLIPA2A181pp	1odec11eg3p_p[p]	forward	1	solid
pa181_p[p]	PLIPA1A181pp	forward	1	solid
PLIPA1A181pp	2odec11eg3p_p[p]	forward	1	solid
PLIPA1A181pp	ocdcea_p[p]	forward	1	solid
PLIPA2A181pp	ocdcea_p[p]	forward	1	solid
pac_c[c]	PACCOAL	forward	1	solid
pacald_c[c]	ALDD19xr	forward	1	solid
pacald_e[e]	PACALDtex	both	1	solid
PACALDtex	pacald_p[p]	both	1	solid
pacald_p[p]	PACALDt2rpp	both	1	solid
PACALDt2rpp	pacald_c[c]	both	1	solid
pan4p_c[c]	PTPATi	forward	1	solid
pant__R_c[c]	PANTS	forward	1	solid
pap_c[c]	BPNT	forward	1	solid
BPNT	amp_c[c]	forward	1	solid
paps_c[c]	PAPSR	forward	1	solid
PAPSR	pap_c[c]	forward	1	solid
paps_c[c]	PAPSR2	forward	1	solid
PAPSR2	pap_c[c]	forward	1	solid
pdx5p_c[c]	PDX5PO2	forward	1	solid
pdx5p_c[c]	PDX5POi	forward	1	solid
PDX5POi	pydx5p_c[c]	forward	1	solid
pdx5p_c[c]	PDXPP	forward	1	solid
PDXPP	pydxn_c[c]	forward	1	solid
PYDXNK	pydxn_c[c]	back	1	solid
pe120_c[c]	PE120abcpp	forward	1	solid
pe120_p[p]	PLIPA2E120pp	forward	1	solid
PLIPA2E120pp	1agpe120_p[p]	forward	1	solid
pe120_p[p]	PLIPA1E120pp	forward	1	solid
PLIPA1E120pp	2agpe120_p[p]	forward	1	solid
PLIPA1E120pp	ddca_p[p]	forward	1	solid
PLIPA2E120pp	ddca_p[p]	forward	1	solid
pe140_c[c]	PE140abcpp	forward	1	solid
pe140_p[p]	PLIPA2E140pp	forward	1	solid
PLIPA2E140pp	1agpe140_p[p]	forward	1	solid
pe140_p[p]	PLIPA1E140pp	forward	1	solid
PLIPA1E140pp	2agpe140_p[p]	forward	1	solid
PLIPA1E140pp	ttdca_p[p]	forward	1	solid
PLIPA2E140pp	ttdca_p[p]	forward	1	solid
pe141_c[c]	PE141abcpp	forward	1	solid
pe141_p[p]	PLIPA2E141pp	forward	1	solid
PLIPA2E141pp	1agpe141_p[p]	forward	1	solid
pe141_p[p]	PLIPA1E141pp	forward	1	solid
PLIPA1E141pp	2agpe141_p[p]	forward	1	solid
PLIPA1E141pp	ttdcea_p[p]	forward	1	solid
PLIPA2E141pp	ttdcea_p[p]	forward	1	solid
pe160_c[c]	PE160abcpp	forward	1	solid
pe160_p[p]	PLIPA2E160pp	forward	1	solid
PLIPA2E160pp	1agpe160_p[p]	forward	1	solid
pe160_p[p]	ALPATE160pp	forward	1	solid
ALPATE160pp	2agpe160_p[p]	forward	1	solid
pe160_p[p]	PLIPA1E160pp	forward	1	solid
PLIPA1E160pp	2agpe160_p[p]	forward	1	solid
PLIPA1E160pp	hdca_p[p]	forward	1	solid
PLIPA2E160pp	hdca_p[p]	forward	1	solid
ALPATE160pp	lpp_p[p]	forward	1	solid
pe161_c[c]	PE161abcpp	forward	1	solid
pe161_c[c]	CFAS160E	forward	1	solid
pe161_p[p]	PETNT161pp	forward	1	solid
pe161_p[p]	PLIPA2E161pp	forward	1	solid
PLIPA2E161pp	1agpe161_p[p]	forward	1	solid
pe161_p[p]	PLIPA1E161pp	forward	1	solid
PLIPA1E161pp	2agpe161_p[p]	forward	1	solid
PLIPA1E161pp	hdcea_p[p]	forward	1	solid
PLIPA2E161pp	hdcea_p[p]	forward	1	solid
pe180_c[c]	PE180abcpp	forward	1	solid
pe180_p[p]	PLIPA2E180pp	forward	1	solid
PLIPA2E180pp	1agpe180_p[p]	forward	1	solid
pe180_p[p]	PLIPA1E180pp	forward	1	solid
PLIPA1E180pp	2agpe180_p[p]	forward	1	solid
PLIPA1E180pp	ocdca_p[p]	forward	1	solid
PLIPA2E180pp	ocdca_p[p]	forward	1	solid
pe181_c[c]	PE181abcpp	forward	1	solid
pe181_c[c]	CFAS180E	forward	1	solid
pe181_p[p]	PETNT181pp	forward	1	solid
pe181_p[p]	PLIPA2E181pp	forward	1	solid
PLIPA2E181pp	1agpe181_p[p]	forward	1	solid
pe181_p[p]	PLIPA1E181pp	forward	1	solid
PLIPA1E181pp	2agpe181_p[p]	forward	1	solid
PLIPA1E181pp	ocdcea_p[p]	forward	1	solid
PLIPA2E181pp	ocdcea_p[p]	forward	1	solid
peamn_e[e]	PEAMNtex	both	1	solid
PEAMNtex	peamn_p[p]	both	1	solid
peamn_p[p]	PEAMNOpp	forward	1	solid
PEAMNOpp	pacald_p[p]	forward	1	solid
pep_c[c]	DDPA	forward	1	solid
pep_c[c]	PSCVT	both	1	solid
PSCVT	3psme_c[c]	both	1	solid
pep_c[c]	ACGAptspp	forward	1	solid
pep_c[c]	ACMANAptspp	forward	1	solid
pep_c[c]	ACMUMptspp	forward	1	solid
pep_c[c]	ASCBptspp	forward	1	solid
pep_c[c]	DHAPT	forward	1	solid
pep_c[c]	FRUptspp	forward	1	solid
pep_c[c]	FRUpts2pp	forward	1	solid
pep_c[c]	GLCptspp	forward	1	solid
pep_c[c]	GALTptspp	forward	1	solid
pep_c[c]	GAMptspp	forward	1	solid
pep_c[c]	KDOPS	forward	1	solid
pep_c[c]	MALTptspp	forward	1	solid
pep_c[c]	MANptspp	forward	1	solid
pep_c[c]	MANGLYCptspp	forward	1	solid
pep_c[c]	MNLptspp	forward	1	solid
pep_c[c]	SBTptspp	forward	1	solid
SBTptspp	pyr_c[c]	forward	1	solid
pep_c[c]	SUCptspp	forward	1	solid
SUCptspp	pyr_c[c]	forward	1	solid
pep_c[c]	TREptspp	forward	1	solid
TREptspp	pyr_c[c]	forward	1	solid
PPS	pyr_c[c]	back	1	solid
SBTptspp	sbt6p_c[c]	forward	1	solid
SUCptspp	suc6p_c[c]	forward	1	solid
TREptspp	tre6p_c[c]	forward	1	solid
pep_c[c]	UAGCVT	forward	1	solid
UAGCVT	uaccg_c[c]	forward	1	solid
pg120_c[c]	PG120abcpp	forward	1	solid
pg120_c[c]	LPLIPAL2ATE120	forward	1	solid
pg120_c[c]	LPLIPAL2ATG120	forward	1	solid
pg120_p[p]	PLIPA2G120pp	forward	1	solid
PLIPA2G120pp	1agpg120_p[p]	forward	1	solid
pg120_p[p]	PLIPA1G120pp	forward	1	solid
PLIPA1G120pp	2agpg120_p[p]	forward	1	solid
PLIPA1G120pp	ddca_p[p]	forward	1	solid
PLIPA2G120pp	ddca_p[p]	forward	1	solid
CLPNS120pp	glyc_p[p]	both	1	solid
pg140_c[c]	PG140abcpp	forward	1	solid
pg140_c[c]	LPLIPAL2ATE140	forward	1	solid
pg140_c[c]	LPLIPAL2ATG140	forward	1	solid
pg140_p[p]	PLIPA2G140pp	forward	1	solid
PLIPA2G140pp	1agpg140_p[p]	forward	1	solid
pg140_p[p]	PLIPA1G140pp	forward	1	solid
PLIPA1G140pp	2agpg140_p[p]	forward	1	solid
CLPNS140pp	glyc_p[p]	both	1	solid
PLIPA1G140pp	ttdca_p[p]	forward	1	solid
PLIPA2G140pp	ttdca_p[p]	forward	1	solid
pg141_c[c]	PG141abcpp	forward	1	solid
pg141_c[c]	LPLIPAL2ATE141	forward	1	solid
pg141_c[c]	LPLIPAL2ATG141	forward	1	solid
pg141_p[p]	PLIPA2G141pp	forward	1	solid
PLIPA2G141pp	1agpg141_p[p]	forward	1	solid
pg141_p[p]	PLIPA1G141pp	forward	1	solid
PLIPA1G141pp	2agpg141_p[p]	forward	1	solid
CLPNS141pp	glyc_p[p]	both	1	solid
PLIPA1G141pp	ttdcea_p[p]	forward	1	solid
PLIPA2G141pp	ttdcea_p[p]	forward	1	solid
pg160_c[c]	PG160abcpp	forward	1	solid
pg160_c[c]	LPLIPAL2ATE160	forward	1	solid
pg160_c[c]	LPLIPAL2ATG160	forward	1	solid
pg160_p[p]	PLIPA2G160pp	forward	1	solid
PLIPA2G160pp	1agpg160_p[p]	forward	1	solid
pg160_p[p]	ALPATG160pp	forward	1	solid
ALPATG160pp	2agpg160_p[p]	forward	1	solid
pg160_p[p]	PLIPA1G160pp	forward	1	solid
PLIPA1G160pp	2agpg160_p[p]	forward	1	solid
CLPNS160pp	glyc_p[p]	both	1	solid
PLIPA1G160pp	hdca_p[p]	forward	1	solid
PLIPA2G160pp	hdca_p[p]	forward	1	solid
ALPATG160pp	lpp_p[p]	forward	1	solid
pg161_c[c]	PG161abcpp	forward	1	solid
pg161_c[c]	CFAS160G	forward	1	solid
pg161_c[c]	LPLIPAL2ATE161	forward	1	solid
pg161_c[c]	LPLIPAL2ATG161	forward	1	solid
pg161_p[p]	PLIPA2G161pp	forward	1	solid
PLIPA2G161pp	1agpg161_p[p]	forward	1	solid
pg161_p[p]	PLIPA1G161pp	forward	1	solid
PLIPA1G161pp	2agpg161_p[p]	forward	1	solid
CLPNS161pp	glyc_p[p]	both	1	solid
PLIPA1G161pp	hdcea_p[p]	forward	1	solid
PLIPA2G161pp	hdcea_p[p]	forward	1	solid
pg180_c[c]	PG180abcpp	forward	1	solid
pg180_c[c]	LPLIPAL2ATE180	forward	1	solid
pg180_c[c]	LPLIPAL2ATG180	forward	1	solid
pg180_p[p]	PLIPA2G180pp	forward	1	solid
PLIPA2G180pp	1agpg180_p[p]	forward	1	solid
pg180_p[p]	PLIPA1G180pp	forward	1	solid
PLIPA1G180pp	2agpg180_p[p]	forward	1	solid
CLPNS180pp	glyc_p[p]	both	1	solid
PLIPA1G180pp	ocdca_p[p]	forward	1	solid
PLIPA2G180pp	ocdca_p[p]	forward	1	solid
pg181_c[c]	PG181abcpp	forward	1	solid
pg181_c[c]	CFAS180G	forward	1	solid
pg181_c[c]	LPLIPAL2ATE181	forward	1	solid
pg181_c[c]	LPLIPAL2ATG181	forward	1	solid
pg181_p[p]	PLIPA2G181pp	forward	1	solid
PLIPA2G181pp	1agpg181_p[p]	forward	1	solid
pg181_p[p]	PLIPA1G181pp	forward	1	solid
PLIPA1G181pp	2agpg181_p[p]	forward	1	solid
CLPNS181pp	glyc_p[p]	both	1	solid
PLIPA1G181pp	ocdcea_p[p]	forward	1	solid
PLIPA2G181pp	ocdcea_p[p]	forward	1	solid
pgp120_c[c]	PGP120abcpp	forward	1	solid
pgp120_c[c]	PGPP120	forward	1	solid
PGPP120	pg120_c[c]	forward	1	solid
pgp120_p[p]	PGPP120pp	forward	1	solid
PGPP120pp	pg120_p[p]	forward	1	solid
pgp140_c[c]	PGP140abcpp	forward	1	solid
pgp140_c[c]	PGPP140	forward	1	solid
PGPP140	pg140_c[c]	forward	1	solid
pgp140_p[p]	PGPP140pp	forward	1	solid
PGPP140pp	pg140_p[p]	forward	1	solid
pgp141_c[c]	PGP141abcpp	forward	1	solid
pgp141_c[c]	PGPP141	forward	1	solid
PGPP141	pg141_c[c]	forward	1	solid
pgp141_p[p]	PGPP141pp	forward	1	solid
PGPP141pp	pg141_p[p]	forward	1	solid
pgp160_c[c]	PGP160abcpp	forward	1	solid
pgp160_c[c]	PGPP160	forward	1	solid
PGPP160	pg160_c[c]	forward	1	solid
pgp160_p[p]	PGPP160pp	forward	1	solid
PGPP160pp	pg160_p[p]	forward	1	solid
pgp161_c[c]	PGP161abcpp	forward	1	solid
pgp161_c[c]	PGPP161	forward	1	solid
PGPP161	pg161_c[c]	forward	1	solid
pgp161_p[p]	PGPP161pp	forward	1	solid
PGPP161pp	pg161_p[p]	forward	1	solid
pgp180_c[c]	PGP180abcpp	forward	1	solid
pgp180_c[c]	PGPP180	forward	1	solid
PGPP180	pg180_c[c]	forward	1	solid
pgp180_p[p]	PGPP180pp	forward	1	solid
PGPP180pp	pg180_p[p]	forward	1	solid
pgp181_c[c]	PGP181abcpp	forward	1	solid
pgp181_c[c]	PGPP181	forward	1	solid
PGPP181	pg181_c[c]	forward	1	solid
pgp181_p[p]	PGPP181pp	forward	1	solid
PGPP181pp	pg181_p[p]	forward	1	solid
phe__L_c[c]	PHETRS	forward	1	solid
phe__L_c[c]	PHETA1	both	1	solid
phe__L_e[e]	PHEtex	both	1	solid
PHEtex	phe__L_p[p]	both	1	solid
phe__L_p[p]	PHEt2rpp	both	1	solid
PHEt2rpp	phe__L_c[c]	both	1	solid
pheme_c[c]	PHEMEabcpp	forward	1	solid
pheme_c[c]	HEMEOS	forward	1	solid
pheme_p[p]	PHEMEtiex	forward	1	solid
PHEMEtiex	pheme_e[e]	forward	1	solid
phhlipa_c[c]	HEPT3	forward	1	solid
phom_c[c]	THRS	forward	1	solid
THRS	thr__L_c[c]	forward	1	solid
phphhlipa_c[c]	MOAT3C	forward	1	solid
phthr_c[c]	4HTHRS	forward	1	solid
4HTHRS	4hthr_c[c]	forward	1	solid
phthr_c[c]	PDX5PS	forward	1	solid
pmcoa_c[c]	AOXSr	both	1	solid
pmtcoa_c[c]	ACOAD7f	both	1	solid
FACOAE160	hdca_c[c]	forward	1	solid
pnto__R_c[c]	PNTK	forward	1	solid
pnto__R_e[e]	PNTOtex	both	1	solid
PNTOtex	pnto__R_p[p]	both	1	solid
pnto__R_p[p]	PNTOt4pp	forward	1	solid
PNTOt4pp	pnto__R_c[c]	forward	1	solid
ppa_c[c]	PPCSCT	back	1	solid
PPCSCT	ppcoa_c[c]	back	1	solid
ppa_e[e]	PPAtex	both	1	solid
PPAtex	ppa_p[p]	both	1	solid
ppa_p[p]	PPAt4pp	forward	1	solid
PPAt4pp	ppa_c[c]	forward	1	solid
ppal_c[c]	ALDD3y	forward	1	solid
ppal_c[c]	PPALtpp	both	1	solid
PPALtpp	ppal_p[p]	both	1	solid
ppal_e[e]	PPALtex	both	1	solid
PPALtex	ppal_p[p]	both	1	solid
ppap_c[c]	PPAKr	both	1	solid
ppbng_c[c]	HMBS	forward	1	solid
HMBS	hmbil_c[c]	forward	1	solid
PTA2	ppap_c[c]	forward	1	solid
PPCSCT	succoa_c[c]	forward	1	solid
pphn_c[c]	PPND	forward	1	solid
pphn_c[c]	PPNDH	forward	1	solid
PPNDH	co2_c[c]	forward	1	solid
PPNDH	phpyr_c[c]	forward	1	solid
ppp9_c[c]	FCLT	forward	1	solid
FCLT	pheme_c[c]	forward	1	solid
pppg9_c[c]	PPPGO	forward	1	solid
PPPGO	ppp9_c[c]	forward	1	solid
pppg9_c[c]	PPPGO3	forward	1	solid
pppn_c[c]	PPPNDO	forward	1	solid
pppn_e[e]	PPPNtex	both	1	solid
PPPNtex	pppn_p[p]	both	1	solid
pppn_p[p]	PPPNt2rpp	both	1	solid
PPPNt2rpp	pppn_c[c]	both	1	solid
pram_c[c]	PRAGSr	both	1	solid
pran_c[c]	PRAIi	forward	1	solid
PRAIi	2cpr5p_c[c]	forward	1	solid
prbamp_c[c]	PRAMPC	forward	1	solid
PRAMPC	prfp_c[c]	forward	1	solid
prbatp_c[c]	PRATPP	forward	1	solid
PRATPP	prbamp_c[c]	forward	1	solid
prfp_c[c]	PRMICI	both	1	solid
PRMICI	prlp_c[c]	both	1	solid
prlp_c[c]	IG3PS	forward	1	solid
pro__L_c[c]	PROTRS	forward	1	solid
pro__L_e[e]	PROtex	both	1	solid
PROtex	pro__L_p[p]	both	1	solid
pro__L_p[p]	PROabcpp	forward	1	solid
pro__L_p[p]	PROt4pp	forward	1	solid
PROt4pp	pro__L_c[c]	forward	1	solid
pro__L_p[p]	PROt2rpp	both	1	solid
PROt2rpp	pro__L_c[c]	both	1	solid
progly_c[c]	AMPTASEPG	forward	1	solid
AMPTASEPG	gly_c[c]	forward	1	solid
AMPTASEPG	pro__L_c[c]	forward	1	solid
progly_e[e]	PROGLYtex	both	1	solid
PROGLYtex	progly_p[p]	both	1	solid
progly_p[p]	PROGLYabcpp	forward	1	solid
prpp_c[c]	NAMNPP	forward	1	solid
prpp_c[c]	ADPT	forward	1	solid
prpp_c[c]	NNDPR	forward	1	solid
